num_objects,num_pages,file_size_kb,compression_ratio,num_fonts,num_images,num_streams,stream_to_obj_ratio,avg_stream_length,has_metadata,has_outline,num_bookmarks,has_js,num_js_actions,has_openaction,has_launch_action,has_uri_action,has_embedded_file,num_embedded_files,has_acroform,has_richmedia,num_suspicious_strings,num_encoded_streams,max_entropy,avg_entropy,entropy_variance,has_obfuscated_names,has_trailer_after_eof,has_overlapping_objects,has_malformed_crossref,has_nonstandard_encoding,label
144,19,28.533855418134948,0.3334653640204732,1,22,69,0.4791666666666667,6326.256444825284,1,1,6,0,0,0,0,0,0,0,0,0,0,3,4.733719754103216,3.5028222320452675,1.7492298803892048,0,0,0,0,0,0
212,18,2.055591161243174,0.4177872318739603,0,5,23,0.10849056603773585,16182.698635386912,0,0,2,0,0,1,1,0,0,0,0,1,24,5,7.176680745449852,4.1863072232899725,2.987688639207862,1,0,0,1,0,1
160,45,217.08334762375645,0.6574399274728044,5,1,34,0.2125,506.6283228534153,0,1,7,0,0,0,0,0,0,0,0,0,0,3,4.984114426450071,4.1654333633850325,0.9073201846351334,0,0,0,0,0,0
119,36,75.86749904217473,0.3804787849868304,14,9,24,0.20168067226890757,835.4828031157898,1,0,5,0,0,0,0,0,0,0,0,0,0,0,3.6863972565852254,2.1391025509152763,1.214015323686823,0,0,0,0,0,0
102,21,24.28473190515219,0.4684992213176288,14,27,92,0.9019607843137255,1278.5937656300273,1,1,11,0,0,0,0,0,0,0,1,0,0,2,5.4699444504913135,2.032244159596962,1.2772561194161076,0,0,0,0,0,0
62,46,14.610967352617456,0.38346758745548204,11,22,67,1.0806451612903225,232.34032420674603,0,0,18,0,0,0,0,0,0,0,0,0,0,1,3.1091340074560443,4.480861227015895,1.7723755164859551,0,0,0,0,0,0
142,5,126.65654016594041,0.33116083105361216,3,3,2,0.014084507042253521,367.2450628618162,1,0,0,0,0,1,0,0,0,0,1,0,40,8,5.272385310279813,4.709026266144688,1.8290980173919003,1,0,0,0,1,1
181,9,14.155343276528438,0.5172017016912509,5,29,74,0.4088397790055249,2099.3450632417853,1,0,3,0,0,0,0,0,0,0,1,0,0,3,5.173095338584198,3.5688776433771485,1.174677929524944,0,0,0,0,0,0
133,50,10.10129421845206,0.5767615448400625,4,21,97,0.7293233082706767,1817.0563991519275,1,1,15,0,0,0,0,0,0,0,0,0,0,0,5.378703159240559,4.409373408216046,0.5309560751621893,0,0,0,0,0,0
87,25,20.225106345335075,0.4824972103385178,12,29,61,0.7011494252873564,63.63359718909124,0,0,4,0,0,0,0,0,0,0,0,0,0,1,5.1657015609618,4.085063990495602,1.0746423022298115,0,0,0,0,0,0
128,48,11.091605843663126,0.43572210692382696,15,11,14,0.109375,289.66850396079906,1,0,9,0,0,0,0,0,0,0,0,0,0,0,3.9061503442042635,2.656814136671417,1.8951886251447234,0,0,0,0,0,0
159,24,19.480363062951877,0.5379301157095084,12,4,68,0.4276729559748428,632.1956717428645,1,0,20,0,0,0,0,0,0,0,0,0,0,2,3.918281724518062,2.76456215128321,1.739394609517002,0,0,0,0,0,0
154,29,12.00372868274191,0.6451838493252073,10,18,13,0.08441558441558442,656.5904158801405,1,0,2,0,0,0,0,0,0,0,1,0,0,0,3.643355391890797,4.0742406344590005,1.3797469090229986,0,0,0,0,0,0
88,32,10.363278307551353,0.6316274584864363,7,29,81,0.9204545454545454,801.5884983391112,1,0,8,0,0,0,0,0,0,0,0,0,0,2,3.0013295356442495,2.9826443999587546,1.9329849696983363,0,0,0,0,0,0
162,2,27.185953793473235,0.126030883021919,2,4,91,0.5617283950617284,847.4367100036659,1,0,3,0,0,1,0,1,0,0,0,1,23,1,5.2495257899895496,5.289243241083845,3.275216677146558,0,0,0,0,0,1
104,49,47.39188998297766,0.3817265533595881,11,29,12,0.11538461538461539,252.33532559256005,1,1,18,0,0,0,0,0,0,0,0,0,0,0,4.037536717527868,2.1769077396003116,1.1243602625818656,0,0,0,0,0,0
156,11,60.663265764482325,0.5959336501387167,13,18,33,0.21153846153846154,15.945331834858322,1,1,4,0,0,0,0,0,0,0,0,0,0,2,3.119608208121555,4.459575139490935,1.5304658225816108,0,0,0,0,0,0
39,22,34.91593059840875,0.4020345724477173,7,17,92,2.358974358974359,111.44187311077512,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4.451837130174919,4.216235130929602,1.3533920566278628,0,0,0,0,0,0
73,50,35.973618631802886,0.472080038697063,6,26,37,0.5068493150684932,22660.727627160653,0,1,1,0,0,0,0,0,0,0,1,0,0,2,3.535995156971207,4.209423182042976,1.1918243830686188,0,0,0,0,0,0
123,3,63.37713847872773,0.4344536868337504,0,2,26,0.21138211382113822,1710.9314804178039,0,0,3,1,3,1,0,1,0,0,0,0,0,4,5.671452536740256,5.283456339692572,2.931712098050128,0,0,1,0,1,1
78,41,117.16921919000859,0.6960767157006686,3,3,27,0.34615384615384615,2266.915944605554,1,0,2,0,0,0,0,0,0,0,0,0,0,2,3.4230297663493228,2.0917157502931905,1.1931400368192477,0,0,0,0,0,0
182,21,14.990328853895658,0.6991591411016868,14,3,96,0.5274725274725275,7.55290009203979,1,0,3,0,0,0,0,0,0,0,0,0,0,3,5.831683753573735,3.9704223524281006,1.8032393167170653,0,0,0,0,0,0
254,13,15.704249000313247,0.10873843531592496,1,2,146,0.5748031496062992,234.46969892137545,0,0,1,1,2,1,0,0,0,0,0,1,43,24,7.778514883980959,6.1838127200113595,3.159607814235196,0,0,1,0,0,1
135,1,14.711832660562372,0.32923403641046006,9,12,58,0.42962962962962964,4701.358868662226,1,0,11,0,0,0,0,0,0,0,0,0,0,3,5.858110632433952,4.139814312197678,0.9140929168116123,0,0,0,0,0,0
188,35,27.42331327496427,0.5530030597319089,14,20,54,0.2872340425531915,4144.204305426738,1,0,1,0,0,0,0,0,0,0,0,0,0,1,5.783226537020202,3.0508064488753535,0.9560000846125429,0,0,0,0,0,0
314,18,2.342010196830455,0.2554732861140561,1,4,27,0.08598726114649681,4959.075345164496,0,0,1,1,10,0,1,0,1,1,0,0,50,6,7.273071465289516,3.855070035482533,1.9298040124547668,0,1,0,1,1,1
11,5,36.12989510627503,0.30418120704974927,2,0,74,6.7272727272727275,4920.5520394480745,0,0,0,1,6,1,1,0,0,0,0,0,6,6,6.841798774515436,6.341863765825417,2.7253658064172352,1,0,0,1,1,1
89,4,30.98945979276804,0.3010463064754765,2,3,19,0.21348314606741572,1480.6263120597343,0,0,1,1,10,1,0,1,0,0,0,0,35,5,6.784633751946223,4.3084357308629615,3.49161422502347,0,0,0,0,0,1
115,50,19.311215893582652,0.5562683072942651,14,19,8,0.06956521739130435,291.9134139486958,0,0,15,0,0,0,0,0,0,0,0,0,0,2,5.735126128140715,2.8762069975789624,1.3518635936879564,0,0,0,0,0,0
275,17,0.6463627238716687,0.46291856796829134,5,3,2,0.007272727272727273,4000.46734592695,1,0,2,1,2,0,1,0,0,0,1,0,0,6,6.18222950930081,5.647359675347792,2.7615565473473462,0,1,1,0,0,1
181,6,5.1588358758217785,0.3239233901409318,3,0,97,0.5359116022099447,10949.420442035604,1,0,4,0,0,0,0,0,0,0,0,0,0,3,5.998915823926161,4.194549648319036,1.2289803642799506,0,0,0,0,0,0
37,31,16.040983952117518,0.49402916365707816,14,9,87,2.3513513513513513,62.95472624968071,1,0,19,0,0,0,0,0,0,0,1,0,0,0,4.724762459537521,2.614025804600409,1.6445232875733695,0,0,0,0,0,0
122,35,13.310342561249369,0.6621957909965303,15,27,98,0.8032786885245902,134.8761771854052,1,0,16,0,0,0,0,0,0,0,0,0,0,0,3.880013819270387,2.2737634201675965,1.5116425100368949,0,0,0,0,0,0
124,9,32.494008683510394,0.46464891867267144,8,7,91,0.7338709677419355,382.759784643077,1,1,2,0,0,0,0,0,0,0,0,0,0,0,5.333182585235308,3.917578148202441,1.7335215354728,0,0,0,0,0,0
133,27,33.4985783002611,0.46957980290966006,2,30,83,0.6240601503759399,3433.4472224106808,1,1,17,0,0,0,0,0,0,0,0,0,0,3,3.1308880246428554,2.554572755505518,0.5334077259187233,0,0,0,0,0,0
52,23,72.72281364057997,0.3516115587356273,12,21,23,0.4423076923076923,43.02048215139621,1,0,2,0,0,0,0,0,0,0,1,0,0,2,3.4793369535864977,3.8064657026628725,1.4999636617583716,0,0,0,0,0,0
52,38,62.13669972027868,0.33230647392943136,10,16,61,1.1730769230769231,179.64409891819383,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5.457135239575033,2.0523739458574672,1.3942137599626498,0,0,0,0,0,0
56,25,4.164308518628825,0.42625328614686087,9,23,77,1.375,35.08750456614243,1,0,12,0,0,0,0,0,0,0,0,0,0,0,4.583863449858423,3.3498390360446466,1.337045098342979,0,0,0,0,0,0
127,38,30.299873370635492,0.6669703411218004,1,20,18,0.14173228346456693,57.57965439476796,1,0,10,0,0,0,0,0,0,0,1,0,0,0,5.727042671058173,3.7976391758720363,1.8368119763655335,0,0,0,0,0,0
424,13,37.94794549531692,0.47524231692931196,4,0,25,0.0589622641509434,7557.914137933663,0,1,2,0,0,1,0,0,0,0,1,1,49,18,7.525673571551091,4.340562153972705,1.9599943711650547,1,0,0,0,0,1
258,4,14.820260668861502,0.1579258218866343,1,4,115,0.44573643410852715,6398.5743266805,0,0,0,1,7,1,0,1,1,3,1,1,31,17,7.521250834173623,4.521405239313579,1.7719240181887241,1,0,0,0,1,1
59,12,10.38994049389886,0.4060204386145777,2,5,147,2.4915254237288136,6894.75852344643,0,0,1,1,2,1,0,0,0,0,1,0,7,18,6.66690285813857,4.603648786993035,1.206019868606505,1,1,0,1,0,1
194,42,17.114490689302613,0.31863197683461664,6,23,48,0.24742268041237114,247.93816858659412,1,0,8,0,0,0,0,0,0,0,0,0,0,0,4.35052676704924,4.347661422908201,1.2742228810661256,0,0,0,0,0,0
25,18,46.97060530418695,0.3218505155065938,14,18,65,2.6,71.27421768138593,1,1,7,0,0,0,0,0,0,0,1,0,0,1,3.6770953870288245,3.18669600389675,1.4139558723080417,0,0,0,0,0,0
358,20,6.884378992481598,0.10318003315469344,5,0,1,0.002793296089385475,5136.257178577883,1,0,0,0,0,1,1,0,0,0,0,0,16,27,7.422949260919726,6.452993079240185,1.5456072729773873,0,0,0,0,1,1
164,14,19.610769977786987,0.32035714416192307,2,3,21,0.12804878048780488,2847.002619136234,1,0,0,0,0,1,1,0,0,0,1,0,11,16,5.999460935314523,4.618331471172305,1.327608726212588,1,1,0,0,0,1
45,44,6.982184163931226,0.6878301153925569,13,20,67,1.488888888888889,1791.70491049231,1,0,20,0,0,0,0,0,0,0,0,0,0,2,4.225898302315708,2.1954503518700625,0.8873205098396675,0,0,0,0,0,0
98,18,27.02017575537024,0.31367859422833316,12,29,99,1.010204081632653,946.8453962924565,1,0,8,0,0,0,0,0,0,0,0,0,0,3,3.709162645474615,2.350332392133252,1.3306686451525285,0,0,0,0,0,0
55,27,4.12490060106685,0.36748418270277944,6,29,84,1.5272727272727273,87.0146753345693,1,0,10,0,0,0,0,0,0,0,1,0,0,1,3.442126196920641,2.1577767778415975,0.7367758581767305,0,0,0,0,0,0
126,5,14.426225472769863,0.37715724157885033,3,3,54,0.42857142857142855,41882.87927160357,0,1,1,1,10,0,0,1,0,0,0,0,0,21,5.707306894615005,5.239618208039596,2.588747424829172,1,0,0,1,0,1
155,47,31.975233355718593,0.5305482439422177,13,1,75,0.4838709677419355,636.4427851219896,1,0,18,0,0,0,0,0,0,0,0,0,0,3,4.9103813674151695,2.773112261506146,0.7358609762797924,0,0,0,0,0,0
74,6,48.082677752186655,0.607467240156655,1,12,7,0.0945945945945946,416.0668488814951,1,0,12,0,0,0,0,0,0,0,1,0,0,2,4.748233415044236,3.6349738583040505,0.9069842445465877,0,0,0,0,0,0
56,11,28.296138494390075,0.6083687378576208,3,7,83,1.4821428571428572,1005.7677289919252,0,1,5,0,0,0,0,0,0,0,0,0,0,0,5.554163167276423,4.330924663507871,1.99146957563815,0,0,0,0,0,0
69,2,20.808705173059863,0.4116241108719746,15,18,73,1.0579710144927537,45.90519893594033,1,0,20,0,0,0,0,0,0,0,0,0,0,2,5.793172855675999,2.685278863006733,1.3511395551804384,0,0,0,0,0,0
52,2,32.81355281058208,0.35640385689541826,8,23,25,0.4807692307692308,313.46124814265335,1,1,6,0,0,0,0,0,0,0,0,0,0,3,4.5979730321197545,2.8954589704343645,1.694288810746583,0,0,0,0,0,0
